,arc,naa,nbv,nlth,nvi
23221,"e todas as nações serão reunidas diante dele, e apartará uns dos outros, como o pastor aparta dos bodes as ovelhas.","Todas as nações serão reunidas em sua presença, e ele separará uns dos outros, como o pastor separa as ovelhas dos cabritos:","Todas as nações serão reunidas diante dele, e ele separará as pessoas, como um pastor separa as ovelhas dos bodes,","Todos os povos da terra se reunirão diante dele, e ele separará as pessoas umas das outras, assim como o pastor separa as ovelhas das cabras.","Todas as nações serão reunidas diante dele, e ele separará umas das outras como o pastor separa as ovelhas dos bodes."
26002,"Saiu, pois, Jesus, levando a coroa de espinhos e a veste de púrpura. E disse-lhes Pilatos: Eis aqui o homem.","Então Jesus saiu, trazendo a coroa de espinhos e o manto de púrpura. E Pilatos lhes disse: — Eis o homem!",Então Jesus saiu com a coroa de espinhos e o manto de púrpura. Pilatos disse: “Aqui está o homem!”,Então Jesus saiu com a coroa de espinhos na cabeça e vestido com a capa vermelha. — Vejam! Aqui está o homem! — disse Pilatos.,"Quando Jesus veio para fora, usando a coroa de espinhos e a capa de púrpura, disse-lhes Pilatos: “Eis o homem!”"
19129,"E tomou Ebede-Meleque os homens consigo, e foi à casa do rei, por debaixo da tesouraria, e tomou dali uns trapos velhos e rotos e roupas velhas em bocados, e desceu-os a Jeremias, no calabouço, por meio de cordas.","Ebede-Meleque levou os homens consigo e foi à casa do rei, a um lugar debaixo da tesouraria, e pegou algumas roupas usadas e trapos, e os desceu a  na cisterna, por meio de cordas.","Ebede-Meleque escolheu os trinta homens. Chegando ao palácio, foi a um quarto onde se jogavam trapos e coisas velhas. Pegou uns pedaços de pano e, por meio de cordas, desceu-os a  no fundo do poço.",Então Ebede-Meleque levou os homens ao depósito do palácio. Pegou alguns trapos e roupas usadas e os desceu por meio de cordas para dentro do poço onde eu estava.,Então Ebede-Meleque levou consigo os homens que estavam sob as suas ordens e foi à sala que fica debaixo da tesouraria do palácio. Pegou alguns trapos e roupas velhas e desceu cordas até  na cisterna.
1393,"E os varões são pastores de ovelhas, porque são homens de gado, e trouxeram consigo as suas ovelhas, e as suas vacas, e tudo o que têm.","Os homens são pastores, criadores de gado, e trouxeram consigo o seu rebanho, o seu gado e tudo o que têm.”","Os homens são pastores e criadores de gado. Eles trouxeram consigo os rebanhos, o seu gado e tudo o que têm’.","Vou dizer ao rei que vocês são criadores de ovelhas e cabras e cuidam de gado. Direi que trouxeram as suas ovelhas, o gado e tudo o que têm.","Direi que os homens são pastores, cuidam de rebanhos, e trouxeram consigo suas ovelhas, seus bois e tudo quanto lhes pertence."
26457,"E disse Cornélio: Há quatro dias estava eu em jejum até esta hora, orando em minha casa à hora nona.","Cornélio respondeu: — Faz hoje quatro dias que, mais ou menos por esta hora, às três da tarde, eu estava orando em minha casa. De repente, se apresentou diante de mim um homem vestido com roupas resplandecentes","Cornélio respondeu: “Há quatro dias eu estava orando como de costume, a esta hora da tarde, quando de repente um homem apareceu em minha frente vestido com um manto brilhante!","Cornélio respondeu: — Três dias atrás, às três horas da tarde, eu estava orando aqui em casa. De repente, um homem vestido com roupas brancas apareceu na minha frente","Cornélio respondeu: “Há quatro dias eu estava em minha casa orando a esta hora, às três horas da tarde. De repente, apresentou-se diante de mim um homem com roupas resplandecentes"
17792,"Assim diz o SENHOR que te criou, e te formou desde o ventre, e que te ajudará: Não temas, ó Jacó, servo meu, e tu, Jesurum, a quem escolhi.","Assim diz o SENHOR, que o criou e formou desde o ventre materno, e que o ajuda: “Não tenha medo, meu servo Jacó, meu amado, a quem escolhi.","Assim diz o SENHOR, aquele que o criou, que o formou no ventre, e que vai ajudar você: Não tenha medo, ó Jacó, meu amado servo, a quem escolhi.","Eu, o SENHOR, sou o seu Criador e o tenho ajudado desde o dia em que você nasceu. Israel, meu servo, não fique com medo, pois eu o amo e o escolhi para ser meu.","Assim diz o SENHOR, aquele que o fez, que o formou no ventre, e que o ajudará: Não tenha medo, ó Jacó, meu servo, Jesurum, a quem escolhi."
8116,"O SENHOR te deu agora a paga de todo o sangue da casa de Saul, em cujo lugar tens reinado; já deu o SENHOR o reino na mão de Absalão, teu filho; e eis-te agora na tua desgraça, porque és um homem de sangue.","O SENHOR Deus o está castigando por todo o sangue derramado na casa de Saul, cujo reino você usurpou. O SENHOR já entregou o reino nas mãos de seu filho Absalão. Agora você caiu em desgraça, porque é um assassino!","“Você já está recebendo o castigo de Deus pela morte de Saul e sua família; você roubou o trono de Saul e agora o SENHOR entregou o reino ao seu filho Absalão! Finalmente você está experimentando o seu próprio veneno, seu assassino!”","Você tomou o reino de Saul. O SENHOR Deus o está castigando por você ter matado tantas pessoas da família de Saul. Agora Deus entregou o reino ao seu filho Absalão, e você está arruinado, seu assassino!","O SENHOR retribuiu a você todo o sangue derramado na família de Saul, em cujo lugar você reinou. O SENHOR entregou o reino nas mãos de seu filho Absalão. Você está arruinado porque é um assassino!”"
12846,"De míngua e fome se debilitaram; e recolhiam-se para os lugares secos, tenebrosos, assolados e desertos.","Enfraqueceram de tanto passar fome e necessidade; roem a terra seca, desde muito em ruínas e desolada.","Enfraquecidos de tanto passar fome e miséria, perambulavam pela terra ressequida, em sombrios e devastados desertos.","enfraquecidos de tanto passar fome e miséria. À noite, na solidão de lugares desertos, eles têm de roer raízes secas.","Desfigurados de tanta necessidade e fome, perambulavam pela terra ressequida, em sombrios e devastados desertos."
16162,O que ama a contenda ama a transgressão; o que alça a sua porta busca a ruína.,Quem ama a discórdia ama o pecado; o que faz alta a sua porta facilita a própria queda.,Quem tem prazer em brigar mostra que ama o pecado; quem vive contando vantagens está procurando a sua ruína.,"As pessoas revoltadas gostam de briga, e quem vive se gabando está correndo para a desgraça.",Quem ama a discussão ama o pecado; quem constrói portas altas está procurando a sua ruína.
6548,"E Israel enviou mensageiros ao rei dos edomitas, dizendo: Rogo-te que me deixes passar pela tua terra. Porém o rei dos edomitas não lhe deu ouvidos. Enviou Israel também ao rei dos moabitas, o qual também não quis; e, assim, Israel ficou em Cades.","Então Israel enviou mensageiros ao rei dos edomitas, dizendo: ‘Peço que você me deixe passar pela sua terra.’ Porém o rei dos edomitas não lhe deu ouvidos. Israel mandou pedir a mesma coisa ao rei dos moabitas, mas ele também não quis atender. E, assim, Israel ficou em Cades.","então Israel mandou mensageiros ao rei de Edom, dizendo: ‘Pedimos licença para passar pelas suas terras’, mas o pedido não foi atendido. Depois mandamos o mesmo pedido ao rei de Moabe, e ele também não nos atendeu. Por isso Israel permaneceu em Cades.","Eles mandaram mensageiros ao rei dos edomitas, pedindo licença para passar pelas suas terras, mas ele não deixou. Então os israelitas pediram a mesma coisa ao rei de Moabe, porém ele também não deixou. Por isso os israelitas ficaram em Cades.","Então Israel enviou mensageiros ao rei de Edom, dizendo: ‘Deixa-nos atravessar a tua terra’, mas o rei de Edom não quis ouvi-lo. Enviou o mesmo pedido ao rei de Moabe, e ele também não consentiu. Assim Israel permaneceu em Cades."
16906,"Vem, ó meu amado, saiamos ao campo, passemos as noites nas aldeias.","Venha, meu amado, vamos para o campo, passemos a noite nas aldeias.","Venha, meu amado! Vamos sair pelo campo, vamos passar a noite nas pequenas vilas.","Venha, querido, vamos para o campo; vamos passar a noite nas plantações de uvas.","Venha, meu amado, vamos fugir para o campo, passemos a noite nos povoados."
21946,"Porque a terra se encherá do conhecimento da glória do SENHOR, como as águas cobrem o mar.","Porque a terra se encherá do conhecimento da glória do SENHOR, como as águas cobrem o mar.","Vai chegar o dia em que toda a terra ficará cheia do conhecimento da glória do SENHOR, tal como as águas enchem o mar.","E a terra ficará cheia do conhecimento da glória do SENHOR, assim como as águas enchem o mar.","Mas a terra se encherá do conhecimento da glória do SENHOR, como as águas enchem o mar."
22399,"E disse-lhe: Tudo isto te darei se, prostrado, me adorares.","e disse: — Tudo isso lhe darei se, prostrado, você me adorar.","“Eu lhe darei tudo isso”, disse ele, “se você ajoelhar-se e me adorar”.",e disse: — Eu lhe darei tudo isso se você se ajoelhar e me adorar.,E disse-lhe: “Tudo isto te darei se te prostrares e me adorares”.
26569,"Vede, pois, que não venha sobre vós o que está dito nos profetas:","Portanto, tenham cuidado para que não lhes aconteça o que os profetas disseram:",Oh! Tomem cuidado! Não deixem que sejam aplicadas a vocês as palavras dos profetas! Porque eles disseram:,"Portanto, tenham cuidado para que não aconteça o que os profetas disseram:",Cuidem para que não aconteça o que disseram os profetas:
11746,"E sucedeu que, ouvindo Sambalate que edificávamos o muro, ardeu em ira, e se indignou muito, e escarneceu dos judeus.","Quando Sambalate ouviu que nós estávamos reconstruindo a muralha, ficou irado e indignado, e começou a zombar dos judeus.","Sambalate ficou furioso quando soube que estávamos reconstruindo o muro. Ficou indignado e dirigiu muitos insultos contra nós,","Quando Sambalate soube que os judeus estavam reconstruindo as muralhas, ficou furioso e começou a caçoar de nós.","Quando Sambalate soube que estávamos reconstruindo o muro, ficou furioso. Ridicularizou os judeus"
2121,Também seis anos semearás tua terra e recolherás os seus frutos;,— Durante seis anos você semeará a sua terra e recolherá os seus frutos.,“Por seis anos plante em suas terras e colha o que elas produzirem.,— Durante seis anos você semeará as suas terras e colherá o que elas produzirem.,"“Plantem e colham em sua terra durante seis anos,"
12043,"Sucedeu, pois, que, dizendo-lhe eles isso, de dia em dia, e não lhes dando ele ouvidos, o fizeram saber a Hamã, para verem se as palavras de Mardoqueu se sustentariam, porque ele lhes tinha declarado que era judeu.","Dia após dia eles falavam com Mordecai, mas ele não lhes dava ouvidos. Então contaram isso a Hamã, para ver se as palavras de Mordecai se manteriam em pé, porque ele lhes tinha declarado que era judeu.","Dia após dia eles lhe falavam, mas ele continuava desobedecendo. Por fim, eles falaram com Hamã a respeito do caso, para ver se Mordecai não ia ser castigado pelo fato de ser judeu, pois este foi o motivo que Mordecai apresentou para não obedecer à ordem do rei.","Todos os dias eles insistiam com ele para que obedecesse, mas não adiantava. Ele explicava que não obedecia porque era judeu. Então eles foram contar isso a Hamã, para ver se Mordecai continuaria a desobedecer à ordem do rei.","Dia após dia eles lhe falavam, mas ele não lhes dava atenção e dizia que era judeu. Então contaram tudo a Hamã para ver se o comportamento de Mardoqueu seria tolerado."
25242,"Disse: Eu sou a voz do que clama no deserto: Endireitai o caminho do Senhor, como disse o profeta Isaías.","Então ele respondeu: — Eu sou “a voz do que clama no deserto: Endireitem o caminho do Senhor”, como disse o profeta Isaías.","respondeu, citando as palavras do profeta Isaías: “Eu sou uma voz que clama no deserto: ‘Preparem um caminho para o Senhor!’ ”","respondeu, citando o profeta Isaías: — “Eu sou aquele que grita assim no deserto: preparem o caminho para o Senhor passar.”",respondeu com as palavras do profeta Isaías: “Eu sou a voz do que clama no deserto: ‘Façam um caminho reto para o Senhor’ ”.
10664,E foram os dias que reinou sobre Israel quarenta anos: em Hebrom reinou sete anos e em Jerusalém reinou trinta e três.,Ele reinou sobre Israel durante quarenta anos: sete anos em Hebrom e trinta e três em Jerusalém.,Ele reinou quarenta anos em Israel; sete anos durou o seu reinado em Hebrom e trinta e três anos em Jerusalém.,quarenta anos: sete anos em Hebrom e trinta e três em Jerusalém.,Reinou quarenta anos em Israel: sete anos em Hebrom e trinta e três em Jerusalém.
