,src_sent,pred_sent,reference_nbv,reference_nlth,reference_naa,reference_nvi,bleu_score
3125,"""Sendo vós em pequeno número, poucos homens, e estrangeiros nela;""
","""Quando vocês estavam em pequeno número, poucos homens, e estrangeiros <unk>
","""Quando os israelitas eram poucos, muito poucos, e não passavam de estrangeiros na Terra Prometida,""
","""Eles eram muito poucos, eram estrangeiros na Terra Prometida.""
","""Então eles eram em pequeno número, pouquíssimos e estrangeiros na terra de Canaã;""
","""“Quando eles ainda eram poucos, muito poucos, sendo estrangeiros nela""
",21.507070017014073
3126,"""E responderam os filhos de Gade e os filhos de Rúben, dizendo: O que o SENHOR falou a teus servos, isso faremos.""
","""Os filhos de Gade e os filhos de Rúben, dizendo: “O que o SENHOR falou com os seus servos, isso faremos.""
","""E as tribos de Gade e Rúben responderam: “Faremos o que o SENHOR falou aos seus servos.""
","""Os homens de Gade e de Rúben responderam: — Senhor, nós faremos o que o SENHOR Deus ordenou.""
","""Os filhos de Gade e os filhos de Rúben responderam: — O que o SENHOR Deus disse a estes seus servos, isso faremos.""
","""Os homens de Gade e de Rúben responderam: “Os seus servos farão o que o SENHOR disse.""
",61.806599678536905
3127,"""Depois dele, reparou Binui, filho de Henadade, outra porção, desde a casa de Azarias até à esquina e até ao canto.""
","""Depois dele, Binui, filho de Henadade, <unk> desde a casa de Azarias até a esquina de <unk>
","""Em seguida vinha Binui, filho de Henadade, que reparou a parte do muro desde a casa de Azarias até a esquina do muro.""
","""Binui, filho de Henadade, construiu o trecho seguinte, desde a casa de Azarias até a esquina da muralha;""
","""Depois dele, Binui, filho de Henadade, reparou outro trecho, desde a casa de Azarias até a esquina.""
","""Depois dele, Binui, filho de Henadade, reparou outro trecho, desde a casa de Azarias até a esquina do muro,""
",63.18296475144832
3128,"""então, tomarás uma sovela e lhe furarás a orelha, à porta, e teu servo será para sempre; e também assim farás à tua serva.""
","""— Pegue uma sovela e lhe furarás a orelha, e o seu servo será para sempre; e assim você fará à tua serva.""
","""então pegue o furador e fure a orelha dele, usando a porta como ponto de apoio; daí por diante ele será o seu escravo para sempre. Faça a mesma coisa com a sua escrava.""
","""Nesse caso você deve levá-lo para a porta da casa e furar a orelha dele com um furador. Então ele será seu escravo por toda a vida. E faça o mesmo com a escrava que quiser ficar.""
","""então você deve pegar um furador e furar a orelha dele, na porta, e ele será seu escravo para sempre. Faça o mesmo com a escrava que quiser ficar.""
","""então apanhe um furador e fure a orelha dele contra a porta, e ele se tornará seu escravo para o resto da vida. Faça o mesmo com a sua escrava.""
",2.737366243447633
3129,"""o que fala ao sol, e ele não sai, e sela as estrelas;""
","""o que fala ao sol, e ele não <unk> e <unk>
","""Se ele mandar que o sol não nasça, ele não nascerá; e ele pode apagar o brilho das estrelas.""
","""Deus dá ordem, e o sol não nasce; ele apaga a luz das estrelas.""
","""Ele dá uma ordem ao sol, e este não sai, e sela as estrelas.""
","""Fala com o sol, e ele não brilha; ele veda e esconde a luz das estrelas.""
",28.46081251766159
3130,"""Deus reina sobre as nações; Deus se assenta sobre o trono da sua santidade.""
","""Deus reina sobre as nações; Deus se assenta sobre o trono da sua santidade.""
","""Assentado em seu santo trono, Deus reina sobre todas as nações.""
","""Deus está sentado no seu santo trono; ele reina sobre as nações.""
","""Deus reina sobre as nações; Deus se assenta no seu santo trono.""
","""Deus reina sobre as nações; Deus está assentado em seu santo trono.""
",56.11121564750131
3131,"""E eles o venceram pelo sangue do Cordeiro e pela palavra do seu testemunho; e não amaram a sua vida até à morte.""
","""E eles o venceram pelo sangue do Cordeiro e pela palavra do seu testemunho; e não amaram a vida até à morte.""
","""Eles o derrotaram pelo sangue do Cordeiro e pelo testemunho deles; pois não amaram suas vidas, nem diante da própria morte.""
","""Os nossos irmãos o derrotaram por meio do sangue do Cordeiro e da mensagem que anunciaram. Eles estavam prontos para dar a sua vida e morrer.""
","""Eles o venceram por causa do sangue do Cordeiro e por causa da palavra do testemunho que deram e, mesmo diante da morte, não amaram a própria vida.""
","""Eles o venceram pelo sangue do Cordeiro e pela palavra do testemunho que deram; diante da morte, não amaram a própria vida.""
",48.039896512016504
3132,"""Porque já Paulo tinha determinado passar adiante de Éfeso, para não gastar tempo na Ásia. Apressava-se, pois, para estar, se lhe fosse possível, em Jerusalém no dia de Pentecostes.""
","""Porque Paulo tinha dito a respeito de Éfeso, Paulo tinha dito a Éfeso, para não <unk> tempo na Ásia. <unk> para estar, se possível, fosse possível, em Jerusalém no dia de Pentecostes.""
","""Paulo havia decidido não parar em Éfeso dessa vez, visto que estava se apressando para chegar a Jerusalém, se fosse possível, para a comemoração do Pentecoste.""
","""Paulo tinha resolvido não parar na cidade de Éfeso para não ficar muito tempo na província da Ásia. Ele estava com pressa, pois queria chegar a Jerusalém, se possível, antes do dia de Pentecostes.""
","""Paulo já tinha resolvido não aportar em Éfeso, pois não queria demorar-se na província da Ásia. Ele tinha pressa, pois queria, caso lhe fosse possível, passar o dia de Pentecostes em Jerusalém.""
","""Paulo tinha decidido não aportar em Éfeso, para não se demorar na província da Ásia, pois estava com pressa de chegar a Jerusalém, se possível antes do dia de Pentecoste.""
",25.384654434540998
3133,"""E a voz que eu do céu tinha ouvido tornou a falar comigo e disse: Vai e toma o livrinho aberto da mão do anjo que está em pé sobre o mar e sobre a terra.""
","""E a voz que eu estava do céu tinha ouvido falar comigo e disse: — Vá e pegue o livrinho aberto sobre o mar e sobre a terra.""
","""Nisto a voz do céu falou novamente comigo: “Vá receber o livro aberto do anjo poderoso que está ali sobre o mar e a terra”.""
","""Então a voz do céu que eu tinha ouvido falou outra vez comigo, dizendo: — Vá até o anjo que está em pé sobre o mar e sobre a terra e pegue o livro aberto que ele tem na mão.""
","""A voz que ouvi, vinda do céu, estava de novo falando comigo e dizendo: — Vá e pegue o livro que se acha aberto na mão do anjo que está em pé sobre o mar e sobre a terra.""
","""Depois falou comigo mais uma vez a voz que eu tinha ouvido falar dos céus: “Vá, pegue o livro aberto que está na mão do anjo que se encontra em pé sobre o mar e sobre a terra”.""
",55.383612004118824
3134,"""Estenderam, pois, para Absalão uma tenda no terrado, e entrou Absalão às concubinas de seu pai perante os olhos de todo o Israel.""
","""Então o povo de Israel foi para Absalão uma barraca para Absalão e entrou às concubinas de seu pai.""
","""Assim foi armada uma tenda para Absalão no terraço do palácio, bem à vista de todo o povo. Absalão teve relações com as concubinas de seu pai, diante de todo o Israel.""
","""Então armaram uma barraca para Absalão no terraço do palácio, e ali, na frente de todos, ele teve relações com as concubinas do seu pai.""
","""Então armaram uma tenda para Absalão no terraço, e ali, à vista de todo o Israel, ele teve relações com as concubinas de seu pai.""
","""E assim armaram uma tenda no terraço do palácio para Absalão, e ele teve relações com as concubinas de seu pai à vista de todo o Israel.""
",26.66667654848118
3135,"""Para o natural dos filhos de Israel e para o estrangeiro que no meio deles peregrina, uma mesma lei vos será, para aquele que isso fizer por erro.""
","""O natural dos filhos de Israel e para o estrangeiro que no meio deles peregrina, uma mesma lei para aquele que isso <unk>
","""Esta mesma lei se aplica tanto aos israelitas de nascimento quanto aos estrangeiros que vivem no meio de vocês.""
","""A lei é a mesma para quem pecar sem querer, tanto para os israelitas como para os estrangeiros que moram no meio de vocês.""
","""Tanto para o natural dos filhos de Israel como para o estrangeiro que habita no meio deles a lei será a mesma, caso alguém cometer pecado involuntário.""
","""Somente uma lei haverá para todo aquele que pecar sem intenção, seja ele israelita de nascimento, seja estrangeiro residente.""
",29.624267890880265
3136,"""Então, levantarás o tabernáculo conforme o modelo que te foi mostrado no monte.""
","""Então levantarás o tabernáculo segundo o modelo que lhe foi mostrado no monte.""
","""“Arme o Tabernáculo de acordo com o modelo que mostrei a você neste monte.""
","""Arme a Tenda de acordo com o modelo que eu lhe mostrei no monte.""
","""Faça o tabernáculo segundo o modelo que foi mostrado a você no monte.""
","""“Faça o tabernáculo de acordo com o modelo que lhe foi mostrado no monte.""
",80.65008590125565
3137,"""E, levantando Davi os seus olhos, viu o anjo do SENHOR, que estava entre a terra e o céu, com a espada desembainhada na sua mão estendida contra Jerusalém; então, Davi e os anciãos, cobertos de panos de saco, se prostraram sobre os seus rostos.""
","""E, levantando Davi os seus olhos, viu o anjo do SENHOR, que estava entre a terra e o céu, com a espada desembainhada na mão estendida contra Jerusalém. Então Davi e os mestres da terra se prostraram sobre os seus rostos.""
","""Quando Davi olhou para cima e viu o anjo do SENHOR, que estava entre a terra e o céu, com a espada na mão, pronta para destruir Jerusalém, Davi e as autoridades se vestiram com roupas de pano de saco e se ajoelharam no chão, prostrados diante do SENHOR.""
","""Davi olhou e viu o anjo no ar, segurando a sua espada, pronto para destruir Jerusalém. Então Davi e os líderes do povo, todos eles vestindo roupas feitas de pano grosseiro, ajoelharam-se e encostaram o rosto no chão.""
","""Davi ergueu os olhos e viu o Anjo do SENHOR, que estava entre a terra e o céu, com a espada desembainhada na mão estendida contra Jerusalém. Então Davi e os anciãos, vestidos de pano de saco, se prostraram com o rosto em terra.""
","""Davi olhou para cima e viu o anjo do SENHOR entre o céu e a terra, com uma espada na mão, erguida sobre Jerusalém. Então Davi e as autoridades de Israel, vestidos de luto, prostraram-se com o rosto em terra.""
",64.19294555141823
3138,"""Farás, pois, chegar os levitas perante o SENHOR; e os filhos de Israel porão as suas mãos sobre os levitas.""
","""Farás, os levitas diante do SENHOR, e os filhos de Israel porão as mãos sobre os levitas.""
","""Em seguida você levará os levitas perante o SENHOR, e os israelitas colocarão as mãos sobre as cabeças deles.""
","""Então o povo de Israel porá as mãos sobre a cabeça dos levitas,""
","""Quando, pois, fizerem chegar os levitas diante do SENHOR, os filhos de Israel porão as mãos sobre eles.""
","""Levará os levitas à presença do SENHOR, e os israelitas imporão as mãos sobre eles.""
",64.51588455356861
3139,"""Então, esfolará o holocausto e o partirá nos seus pedaços.""
","""Então esfolará o holocausto e o <unk>
","""Em seguida, eles deverão tirar a pele do animal e cortá-lo em pedaços.""
","""Em seguida o homem tirará o couro do animal e depois cortará o corpo em pedaços.""
","""Então ele tirará o couro do animal e o cortará em pedaços.""
","""Depois se tirará a pele do animal, que será cortado em pedaços.""
",4.048043072924833
3140,"""Porque, andando na carne, não militamos segundo a carne.""
","""Porque, andando na carne, não militamos segundo a carne.""
","""É verdade que somos humanos, mas não empregamos planos e métodos humanos para ganhar batalhas.""
","""É claro que somos humanos, mas não lutamos por motivos humanos.""
","""Porque, embora andemos na carne, não lutamos segundo a carne.""
","""Pois, embora vivamos como homens , não lutamos segundo os padrões humanos.""
",49.658283199988304
3141,"""Portanto, assim diz o SENHOR acerca dos homens de Anatote, que procuram a tua morte, dizendo: Não profetizes no nome do SENHOR, para que não morras às nossas mãos.""
","""Por isso, assim diz o SENHOR a respeito dos homens de Anatote, que procuram a sua morte, dizendo: “Não profetizes no nome do SENHOR, para que não morras às nossas mãos.""
","""Portanto, assim diz o SENHOR a respeito dos homens de Anatote, que procuram a minha morte e dizem: “Pare de anunciar as mensagens em nome do SENHOR, senão você vai morrer!”""
","""Os homens de Anatote queriam me ver morto. Disseram que, se continuasse a pregar em nome de Deus, eles me matariam.""
","""Portanto, assim diz o SENHOR a respeito dos homens de Anatote que querem me ver morto e dizem: “Não profetize em nome do SENHOR, para que não o matemos.”""
","""Em vista disso, assim diz o SENHOR a respeito dos homens de Anatote que querem tirar a minha vida, e que dizem: “Não profetize em nome do SENHOR, senão nós o mataremos”;""
",54.752656204275134
